date,quantity,price,ticker,cusip
2023-07-17,721404,0.31,BBBYQ,075896100
2023-07-18,909075,0.34,BBBYQ,075896100
2023-07-19,1250583,0.38,BBBYQ,075896100
2023-07-20,748674,0.38,BBBYQ,075896100
2023-07-21,1000958,0.36,BBBYQ,075896100
2023-07-24,920240,0.32,BBBYQ,075896100
2023-07-25,1395946,0.32,BBBYQ,075896100
2023-07-26,1668619,0.30,BBBYQ,075896100
2023-07-27,1259509,0.31,BBBYQ,075896100
2023-07-28,724418,0.29,BBBYQ,075896100
2023-07-31,298921,0.29,BBBYQ,075896100
2023-08-01,399679,0.28,BBBYQ,075896100
2023-08-02,372665,0.26,BBBYQ,075896100
2023-08-03,116769,0.27,BBBYQ,075896100
2023-08-04,446610,0.27,BBBYQ,075896100
2023-08-07,435977,0.28,BBBYQ,075896100
2023-08-08,276992,0.26,BBBYQ,075896100
2023-08-09,93734,0.25,BBBYQ,075896100
2023-08-10,17822,0.24,BBBYQ,075896100
2023-08-11,51059,0.23,BBBYQ,075896100
2023-08-14,3245,0.25,BBBYQ,075896100
2023-08-15,36797,0.23,BBBYQ,075896100
2023-08-16,93940,0.22,BBBYQ,075896100
2023-08-17,96507,0.20,BBBYQ,075896100
2023-08-18,87201,0.19,BBBYQ,075896100
2023-08-21,18317,0.21,BBBYQ,075896100
2023-08-22,578793,0.20,BBBYQ,075896100
2023-08-23,175738,0.20,BBBYQ,075896100
2023-08-24,450353,0.21,BBBYQ,075896100
2023-08-25,786210,0.21,BBBYQ,075896100
2023-08-28,984356,0.21,BBBYQ,075896100
2023-08-29,350614,0.20,BBBYQ,075896100
2023-08-30,563980,0.21,BBBYQ,075896100
2023-08-31,277540,0.21,BBBYQ,075896100
2023-09-01,105954,0.21,BBBYQ,075896100
2023-09-05,83285,0.26,BBBYQ,075896100
2023-09-06,185913,0.24,BBBYQ,075896100
2023-09-07,112964,0.23,BBBYQ,075896100
2023-09-08,421536,0.23,BBBYQ,075896100
2023-09-11,136894,0.23,BBBYQ,075896100
2023-09-12,266013,0.23,BBBYQ,075896100
2023-09-13,897719,0.19,BBBYQ,075896100
2023-09-14,4622340,0.19,BBBYQ,075896100
2023-09-15,2675567,0.16,BBBYQ,075896100
2023-09-18,2290508,0.18,BBBYQ,075896100
2023-09-19,1980294,0.18,BBBYQ,075896100
2023-09-20,1474994,0.19,BBBYQ,075896100
2023-09-21,1013481,0.18,BBBYQ,075896100
2023-09-22,564100,0.12,BBBYQ,075896100
2023-09-25,670064,0.10,BBBYQ,075896100
2023-09-26,973811,0.08,BBBYQ,075896100
2023-09-27,1641612,0.08,BBBYQ,075896100
2023-09-28,1877202,0.14,BBBYQ,075896100
2023-09-29,2572300,0.11,BBBYQ,075896100
2023-10-02,3486132,0.08,BBBYQ,075896100
